estacion,duracion_min,Tr_anios,I_oficial_mmh,I_plataforma_mmh
PUERTO_SALGAR_-_AUT_23037010,180,2,15.94,9.7
PUERTO_SALGAR_-_AUT_23037010,360,2,11.0,6.4
PUERTO_SALGAR_-_AUT_23037010,10,5,92.82,138.0
PUERTO_SALGAR_-_AUT_23037010,20,5,67.2,100.5
PUERTO_SALGAR_-_AUT_23037010,30,5,54.98,84.0
PUERTO_SALGAR_-_AUT_23037010,60,5,38.53,56.4
PUERTO_SALGAR_-_AUT_23037010,120,5,26.76,34.0
PUERTO_SALGAR_-_AUT_23037010,180,5,21.57,23.4
PUERTO_SALGAR_-_AUT_23037010,360,5,14.88,11.5
PUERTO_SALGAR_-_AUT_23037010,10,10,116.68,193.8
PUERTO_SALGAR_-_AUT_23037010,20,10,84.47,143.4
PUERTO_SALGAR_-_AUT_23037010,30,10,69.11,122.8
PUERTO_SALGAR_-_AUT_23037010,60,10,48.43,86.9
PUERTO_SALGAR_-_AUT_23037010,120,10,33.64,49.7
PUERTO_SALGAR_-_AUT_23037010,180,10,27.11,33.4
PUERTO_SALGAR_-_AUT_23037010,360,10,18.71,14.8
PUERTO_SALGAR_-_AUT_23037010,10,25,157.88,250.8
PUERTO_SALGAR_-_AUT_23037010,20,25,114.29,187.8
PUERTO_SALGAR_-_AUT_23037010,30,25,93.5,165.8
PUERTO_SALGAR_-_AUT_23037010,60,25,65.53,126.2
PUERTO_SALGAR_-_AUT_23037010,120,25,45.51,69.0
PUERTO_SALGAR_-_AUT_23037010,180,25,36.68,45.5
PUERTO_SALGAR_-_AUT_23037010,360,25,25.31,19.1
PUERTO_SALGAR_-_AUT_23037010,10,50,198.46,282.0
PUERTO_SALGAR_-_AUT_23037010,20,50,143.67,212.1
PUERTO_SALGAR_-_AUT_23037010,30,50,117.54,191.8
PUERTO_SALGAR_-_AUT_23037010,60,50,82.38,153.9
PUERTO_SALGAR_-_AUT_23037010,120,50,57.21,82.0
PUERTO_SALGAR_-_AUT_23037010,180,50,46.11,53.6
PUERTO_SALGAR_-_AUT_23037010,360,50,31.82,22.2
PUERTO_SALGAR_-_AUT_23037010,10,100,249.46,304.8
PUERTO_SALGAR_-_AUT_23037010,20,100,180.59,230.4
PUERTO_SALGAR_-_AUT_23037010,30,100,147.75,212.4
PUERTO_SALGAR_-_AUT_23037010,60,100,103.55,179.1
PUERTO_SALGAR_-_AUT_23037010,120,100,71.91,93.5
PUERTO_SALGAR_-_AUT_23037010,180,100,57.96,60.8
PUERTO_SALGAR_-_AUT_23037010,360,100,39.99,25.3
SAN_CAYETANO_-_AUT_23125170,10,2,85.01,63.6
SAN_CAYETANO_-_AUT_23125170,20,2,54.28,51.0
SAN_CAYETANO_-_AUT_23125170,60,2,25.96,27.0
SAN_CAYETANO_-_AUT_23125170,360,2,7.61,6.2
SAN_CAYETANO_-_AUT_23125170,10,5,103.05,100.2
SAN_CAYETANO_-_AUT_23125170,20,5,65.8,64.2
SAN_CAYETANO_-_AUT_23125170,60,5,31.47,33.1
SAN_CAYETANO_-_AUT_23125170,360,5,9.22,8.2
SAN_CAYETANO_-_AUT_23125170,10,10,119.19,121.8
SAN_CAYETANO_-_AUT_23125170,20,10,76.11,68.7
SAN_CAYETANO_-_AUT_23125170,60,10,36.4,34.8
SAN_CAYETANO_-_AUT_23125170,360,10,10.67,9.0
SAN_CAYETANO_-_AUT_23125170,10,25,144.48,147.6
SAN_CAYETANO_-_AUT_23125170,20,25,92.26,71.4
SAN_CAYETANO_-_AUT_23125170,60,25,44.13,35.8
SAN_CAYETANO_-_AUT_23125170,360,25,12.93,9.6
SAN_CAYETANO_-_AUT_23125170,10,50,167.12,165.0
SAN_CAYETANO_-_AUT_23125170,20,50,106.71,72.6
SAN_CAYETANO_-_AUT_23125170,60,50,51.04,36.2
SAN_CAYETANO_-_AUT_23125170,360,50,14.96,9.8
SAN_CAYETANO_-_AUT_23125170,10,100,193.31,181.2
SAN_CAYETANO_-_AUT_23125170,20,100,123.43,73.2
SAN_CAYETANO_-_AUT_23125170,60,100,59.04,36.4
SAN_CAYETANO_-_AUT_23125170,360,100,17.3,10.0
MARENGO_-_AUT_21015060,10,2,86.83,70.2
MARENGO_-_AUT_21015060,20,2,53.45,55.2
MARENGO_-_AUT_21015060,30,2,40.24,48.8
MARENGO_-_AUT_21015060,60,2,24.77,26.6
MARENGO_-_AUT_21015060,120,2,15.25,15.1
MARENGO_-_AUT_21015060,180,2,11.48,10.8
MARENGO_-_AUT_21015060,360,2,7.07,6.4
MARENGO_-_AUT_21015060,10,5,106.22,95.4
MARENGO_-_AUT_21015060,20,5,65.39,70.8
MARENGO_-_AUT_21015060,30,5,49.23,60.8
MARENGO_-_AUT_21015060,60,5,30.3,35.8
MARENGO_-_AUT_21015060,120,5,18.65,19.6
MARENGO_-_AUT_21015060,180,5,14.05,13.8
MARENGO_-_AUT_21015060,360,5,8.65,7.9
MARENGO_-_AUT_21015060,10,10,123.72,112.2
MARENGO_-_AUT_21015060,20,10,76.16,81.0
MARENGO_-_AUT_21015060,30,10,57.34,65.8
MARENGO_-_AUT_21015060,60,10,35.3,41.9
MARENGO_-_AUT_21015060,120,10,21.73,22.6
MARENGO_-_AUT_21015060,180,10,16.36,15.8
MARENGO_-_AUT_21015060,360,10,10.07,8.6
MARENGO_-_AUT_21015060,10,25,151.35,133.2
MARENGO_-_AUT_21015060,20,25,93.17,93.9
MARENGO_-_AUT_21015060,30,25,70.15,70.0
MARENGO_-_AUT_21015060,60,25,43.18,49.6
MARENGO_-_AUT_21015060,120,25,26.58,26.3
MARENGO_-_AUT_21015060,180,25,20.01,18.3
MARENGO_-_AUT_21015060,360,25,12.32,9.3
MARENGO_-_AUT_21015060,10,50,176.28,148.8
MARENGO_-_AUT_21015060,20,50,108.52,103.5
MARENGO_-_AUT_21015060,30,50,81.7,72.2
MARENGO_-_AUT_21015060,60,50,50.29,55.3
MARENGO_-_AUT_21015060,120,50,30.96,29.1
MARENGO_-_AUT_21015060,180,50,23.31,20.2
MARENGO_-_AUT_21015060,360,50,14.35,9.7
MARENGO_-_AUT_21015060,10,100,205.32,164.4
MARENGO_-_AUT_21015060,20,100,126.39,113.1
MARENGO_-_AUT_21015060,30,100,95.16,73.6
MARENGO_-_AUT_21015060,60,100,58.58,61.0
MARENGO_-_AUT_21015060,120,100,36.06,31.9
MARENGO_-_AUT_21015060,180,100,27.15,22.0
MARENGO_-_AUT_21015060,360,100,16.71,10.0
PURACE_-_AUT_21015050,10,2,60.86,73.2
PURACE_-_AUT_21015050,60,2,26.32,36.8
PURACE_-_AUT_21015050,120,2,18.13,20.2
PURACE_-_AUT_21015050,180,2,14.5,14.6
PURACE_-_AUT_21015050,360,2,9.84,9.1
PURACE_-_AUT_21015050,10,5,74.46,96.6
PURACE_-_AUT_21015050,60,5,32.2,48.0
PURACE_-_AUT_21015050,120,5,22.18,30.4
PURACE_-_AUT_21015050,180,5,17.73,21.8
PURACE_-_AUT_21015050,360,5,12.04,12.3
PURACE_-_AUT_21015050,10,10,86.72,106.2
PURACE_-_AUT_21015050,60,10,37.51,51.8
PURACE_-_AUT_21015050,120,10,25.83,35.8
PURACE_-_AUT_21015050,180,10,20.65,25.5
PURACE_-_AUT_21015050,360,10,14.02,13.7
PURACE_-_AUT_21015050,10,25,106.09,114.6
PURACE_-_AUT_21015050,60,25,45.88,54.6
PURACE_-_AUT_21015050,120,25,31.6,41.5
PURACE_-_AUT_21015050,180,25,25.27,29.5
PURACE_-_AUT_21015050,360,25,17.15,14.8
PURACE_-_AUT_21015050,10,50,123.57,118.2
PURACE_-_AUT_21015050,60,50,53.44,55.8
PURACE_-_AUT_21015050,120,50,36.8,45.0
PURACE_-_AUT_21015050,180,50,29.43,31.9
PURACE_-_AUT_21015050,360,50,19.98,15.3
PURACE_-_AUT_21015050,10,100,143.92,121.2
PURACE_-_AUT_21015050,60,100,62.25,56.6
PURACE_-_AUT_21015050,120,100,42.86,48.0
PURACE_-_AUT_21015050,180,100,34.28,33.9
PURACE_-_AUT_21015050,360,100,23.27,15.7
NATAIMA_-_AUT_21185090,10,2,100.39,39.6
NATAIMA_-_AUT_21185090,20,2,68.57,29.4
NATAIMA_-_AUT_21185090,30,2,54.86,23.8
NATAIMA_-_AUT_21185090,60,2,37.47,14.7
NATAIMA_-_AUT_21185090,120,2,25.59,8.9
NATAIMA_-_AUT_21185090,180,2,20.48,6.3
NATAIMA_-_AUT_21185090,360,2,13.99,3.2
NATAIMA_-_AUT_21185090,10,5,130.94,109.8
NATAIMA_-_AUT_21185090,20,5,89.44,92.4
NATAIMA_-_AUT_21185090,30,5,71.56,80.0
NATAIMA_-_AUT_21185090,60,5,48.88,53.2
NATAIMA_-_AUT_21185090,120,5,33.38,33.4
NATAIMA_-_AUT_21185090,180,5,26.71,23.9
NATAIMA_-_AUT_21185090,360,5,18.24,12.3
NATAIMA_-_AUT_21185090,10,10,160.1,175.8
NATAIMA_-_AUT_21185090,20,10,109.35,159.6
NATAIMA_-_AUT_21185090,30,10,87.49,143.0
NATAIMA_-_AUT_21185090,60,10,59.76,98.4
NATAIMA_-_AUT_21185090,120,10,40.82,61.9
NATAIMA_-_AUT_21185090,180,10,32.66,44.6
NATAIMA_-_AUT_21185090,360,10,22.31,23.2
NATAIMA_-_AUT_21185090,10,25,208.83,279.6
NATAIMA_-_AUT_21185090,20,25,142.63,273.9
NATAIMA_-_AUT_21185090,30,25,114.12,254.4
NATAIMA_-_AUT_21185090,60,25,77.95,181.7
NATAIMA_-_AUT_21185090,120,25,53.24,114.0
NATAIMA_-_AUT_21185090,180,25,42.6,82.6
NATAIMA_-_AUT_21185090,360,25,29.1,43.5
NATAIMA_-_AUT_21185090,10,50,255.32,368.4
NATAIMA_-_AUT_21185090,20,50,174.39,379.8
NATAIMA_-_AUT_21185090,30,50,139.53,361.4
NATAIMA_-_AUT_21185090,60,50,95.3,264.2
NATAIMA_-_AUT_21185090,120,50,65.09,164.7
NATAIMA_-_AUT_21185090,180,50,52.08,119.7
NATAIMA_-_AUT_21185090,360,50,35.57,63.6
NATAIMA_-_AUT_21185090,10,100,312.17,466.2
NATAIMA_-_AUT_21185090,20,100,213.22,502.5
NATAIMA_-_AUT_21185090,30,100,170.6,488.4
NATAIMA_-_AUT_21185090,60,100,116.52,364.6
NATAIMA_-_AUT_21185090,120,100,79.59,225.5
NATAIMA_-_AUT_21185090,180,100,63.68,164.2
NATAIMA_-_AUT_21185090,360,100,43.49,87.8
AEROPUERTO_LOS_GARZONES_13035501,10,2,127.58,88.2
AEROPUERTO_LOS_GARZONES_13035501,20,2,85.01,77.4
AEROPUERTO_LOS_GARZONES_13035501,30,2,66.54,62.4
AEROPUERTO_LOS_GARZONES_13035501,60,2,43.46,37.6
AEROPUERTO_LOS_GARZONES_13035501,120,2,28.24,20.6
AEROPUERTO_LOS_GARZONES_13035501,180,2,21.91,14.1
AEROPUERTO_LOS_GARZONES_13035501,360,2,14.19,7.6
AEROPUERTO_LOS_GARZONES_13035501,10,5,145.04,186.0
AEROPUERTO_LOS_GARZONES_13035501,20,5,96.64,152.7
AEROPUERTO_LOS_GARZONES_13035501,30,5,75.65,126.0
AEROPUERTO_LOS_GARZONES_13035501,60,5,49.41,81.6
AEROPUERTO_LOS_GARZONES_13035501,120,5,32.1,47.5
AEROPUERTO_LOS_GARZONES_13035501,180,5,24.91,32.4
AEROPUERTO_LOS_GARZONES_13035501,360,5,16.13,17.9
AEROPUERTO_LOS_GARZONES_13035501,10,10,159.82,271.2
AEROPUERTO_LOS_GARZONES_13035501,20,10,106.49,209.7
AEROPUERTO_LOS_GARZONES_13035501,30,10,83.36,177.2
AEROPUERTO_LOS_GARZONES_13035501,60,10,54.45,124.0
AEROPUERTO_LOS_GARZONES_13035501,120,10,35.37,74.5
AEROPUERTO_LOS_GARZONES_13035501,180,10,27.45,50.7
AEROPUERTO_LOS_GARZONES_13035501,360,10,17.77,28.6
AEROPUERTO_LOS_GARZONES_13035501,10,25,181.7,408.6
AEROPUERTO_LOS_GARZONES_13035501,20,25,121.07,291.0
AEROPUERTO_LOS_GARZONES_13035501,30,25,94.77,253.8
AEROPUERTO_LOS_GARZONES_13035501,60,25,61.9,199.4
AEROPUERTO_LOS_GARZONES_13035501,120,25,40.22,124.7
AEROPUERTO_LOS_GARZONES_13035501,180,25,31.21,84.2
AEROPUERTO_LOS_GARZONES_13035501,360,25,20.2,49.0
AEROPUERTO_LOS_GARZONES_13035501,10,50,200.22,538.8
AEROPUERTO_LOS_GARZONES_13035501,20,50,133.4,358.5
AEROPUERTO_LOS_GARZONES_13035501,30,50,104.43,321.0
AEROPUERTO_LOS_GARZONES_13035501,60,50,68.21,277.2
AEROPUERTO_LOS_GARZONES_13035501,120,50,44.31,178.7
AEROPUERTO_LOS_GARZONES_13035501,180,50,34.39,119.9
AEROPUERTO_LOS_GARZONES_13035501,360,50,22.26,71.5
AEROPUERTO_LOS_GARZONES_13035501,10,100,220.62,697.2
AEROPUERTO_LOS_GARZONES_13035501,20,100,147.0,432.6
AEROPUERTO_LOS_GARZONES_13035501,30,100,115.07,398.0
AEROPUERTO_LOS_GARZONES_13035501,60,100,75.16,379.5
AEROPUERTO_LOS_GARZONES_13035501,120,100,48.83,252.2
AEROPUERTO_LOS_GARZONES_13035501,180,100,37.89,168.2
AEROPUERTO_LOS_GARZONES_13035501,360,100,24.53,102.8
ARRANCAPLUMAS_-_AUT_21237020,10,2,108.43,124.8
ARRANCAPLUMAS_-_AUT_21237020,20,2,76.6,105.0
ARRANCAPLUMAS_-_AUT_21237020,30,2,61.65,88.0
ARRANCAPLUMAS_-_AUT_21237020,60,2,41.9,58.3
ARRANCAPLUMAS_-_AUT_21237020,120,2,28.17,34.1
ARRANCAPLUMAS_-_AUT_21237020,180,2,22.26,23.9
ARRANCAPLUMAS_-_AUT_21237020,360,2,14.85,12.9
ARRANCAPLUMAS_-_AUT_21237020,10,5,133.86,142.2
ARRANCAPLUMAS_-_AUT_21237020,20,5,94.57,123.9
ARRANCAPLUMAS_-_AUT_21237020,30,5,76.11,106.4
ARRANCAPLUMAS_-_AUT_21237020,60,5,51.73,70.8
ARRANCAPLUMAS_-_AUT_21237020,120,5,34.78,41.7
ARRANCAPLUMAS_-_AUT_21237020,180,5,27.49,30.3
ARRANCAPLUMAS_-_AUT_21237020,360,5,18.33,17.2
ARRANCAPLUMAS_-_AUT_21237020,10,10,157.0,153.0
ARRANCAPLUMAS_-_AUT_21237020,20,10,110.92,136.2
ARRANCAPLUMAS_-_AUT_21237020,30,10,89.26,118.8
ARRANCAPLUMAS_-_AUT_21237020,60,10,60.67,79.0
ARRANCAPLUMAS_-_AUT_21237020,120,10,40.79,46.7
ARRANCAPLUMAS_-_AUT_21237020,180,10,32.24,34.5
ARRANCAPLUMAS_-_AUT_21237020,360,10,21.5,20.0
ARRANCAPLUMAS_-_AUT_21237020,10,25,193.83,167.4
ARRANCAPLUMAS_-_AUT_21237020,20,25,136.94,152.1
ARRANCAPLUMAS_-_AUT_21237020,30,25,110.21,134.4
ARRANCAPLUMAS_-_AUT_21237020,60,25,74.91,89.4
ARRANCAPLUMAS_-_AUT_21237020,120,25,50.36,53.0
ARRANCAPLUMAS_-_AUT_21237020,180,25,39.8,39.8
ARRANCAPLUMAS_-_AUT_21237020,360,25,26.55,23.6
ARRANCAPLUMAS_-_AUT_21237020,10,50,227.33,177.6
ARRANCAPLUMAS_-_AUT_21237020,20,50,160.61,163.5
ARRANCAPLUMAS_-_AUT_21237020,30,50,129.25,145.8
ARRANCAPLUMAS_-_AUT_21237020,60,50,87.86,97.1
ARRANCAPLUMAS_-_AUT_21237020,120,50,59.06,57.8
ARRANCAPLUMAS_-_AUT_21237020,180,50,46.68,43.8
ARRANCAPLUMAS_-_AUT_21237020,360,50,31.13,26.2
ARRANCAPLUMAS_-_AUT_21237020,10,100,266.62,187.8
ARRANCAPLUMAS_-_AUT_21237020,20,100,188.37,175.2
ARRANCAPLUMAS_-_AUT_21237020,30,100,151.59,157.4
ARRANCAPLUMAS_-_AUT_21237020,60,100,103.04,104.8
ARRANCAPLUMAS_-_AUT_21237020,120,100,69.27,62.4
ARRANCAPLUMAS_-_AUT_21237020,180,100,54.75,47.7
ARRANCAPLUMAS_-_AUT_21237020,360,100,36.52,28.8
LA_PAULINA_-_AUT_15065040,10,2,169.74,67.2
LA_PAULINA_-_AUT_15065040,20,2,108.92,46.5
LA_PAULINA_-_AUT_15065040,30,2,84.03,35.2
LA_PAULINA_-_AUT_15065040,60,2,53.92,21.3
LA_PAULINA_-_AUT_15065040,120,2,34.6,11.7
LA_PAULINA_-_AUT_15065040,180,2,26.69,8.0
LA_PAULINA_-_AUT_15065040,360,2,17.13,4.0
LA_PAULINA_-_AUT_15065040,10,5,184.33,175.2
LA_PAULINA_-_AUT_15065040,20,5,118.29,132.3
LA_PAULINA_-_AUT_15065040,30,5,91.25,110.6
LA_PAULINA_-_AUT_15065040,60,5,58.56,76.6
LA_PAULINA_-_AUT_15065040,120,5,37.58,47.0
LA_PAULINA_-_AUT_15065040,180,5,28.99,32.8
LA_PAULINA_-_AUT_15065040,360,5,18.6,17.3
LA_PAULINA_-_AUT_15065040,10,10,196.19,250.8
LA_PAULINA_-_AUT_15065040,20,10,125.9,194.7
LA_PAULINA_-_AUT_15065040,30,10,97.12,171.8
LA_PAULINA_-_AUT_15065040,60,10,62.33,127.6
LA_PAULINA_-_AUT_15065040,120,10,40.0,83.5
LA_PAULINA_-_AUT_15065040,180,10,30.85,59.1
LA_PAULINA_-_AUT_15065040,360,10,19.8,32.1
LA_PAULINA_-_AUT_15065040,10,25,213.06,336.0
LA_PAULINA_-_AUT_15065040,20,25,136.72,265.8
LA_PAULINA_-_AUT_15065040,30,25,105.47,248.4
LA_PAULINA_-_AUT_15065040,60,25,67.68,197.9
LA_PAULINA_-_AUT_15065040,120,25,43.43,138.9
LA_PAULINA_-_AUT_15065040,180,25,33.51,100.3
LA_PAULINA_-_AUT_15065040,360,25,21.5,55.9
LA_PAULINA_-_AUT_15065040,10,50,226.77,388.2
LA_PAULINA_-_AUT_15065040,20,50,145.52,309.6
LA_PAULINA_-_AUT_15065040,30,50,112.26,299.4
LA_PAULINA_-_AUT_15065040,60,50,72.04,249.4
LA_PAULINA_-_AUT_15065040,120,50,46.23,183.2
LA_PAULINA_-_AUT_15065040,180,50,35.66,134.0
LA_PAULINA_-_AUT_15065040,360,50,22.89,76.0
LA_PAULINA_-_AUT_15065040,10,100,241.37,430.8
LA_PAULINA_-_AUT_15065040,20,100,154.89,345.0
LA_PAULINA_-_AUT_15065040,30,100,119.49,344.0
LA_PAULINA_-_AUT_15065040,60,100,76.68,297.4
LA_PAULINA_-_AUT_15065040,120,100,49.2,227.7
LA_PAULINA_-_AUT_15065040,180,100,37.96,168.4
LA_PAULINA_-_AUT_15065040,360,100,24.36,97.2
ALCALDIA_DE_HERRAN_-_AUT_16015130,10,2,48.97,59.4
ALCALDIA_DE_HERRAN_-_AUT_16015130,20,2,35.55,49.8
ALCALDIA_DE_HERRAN_-_AUT_16015130,30,2,29.25,40.2
ALCALDIA_DE_HERRAN_-_AUT_16015130,60,2,20.79,26.0
ALCALDIA_DE_HERRAN_-_AUT_16015130,120,2,14.68,14.9
ALCALDIA_DE_HERRAN_-_AUT_16015130,180,2,11.97,10.5
ALCALDIA_DE_HERRAN_-_AUT_16015130,360,2,8.42,5.9
ALCALDIA_DE_HERRAN_-_AUT_16015130,10,5,62.71,77.4
ALCALDIA_DE_HERRAN_-_AUT_16015130,20,5,45.53,68.4
ALCALDIA_DE_HERRAN_-_AUT_16015130,30,5,37.46,56.4
ALCALDIA_DE_HERRAN_-_AUT_16015130,60,5,26.62,36.7
ALCALDIA_DE_HERRAN_-_AUT_16015130,120,5,18.81,19.6
ALCALDIA_DE_HERRAN_-_AUT_16015130,180,5,15.32,13.6
ALCALDIA_DE_HERRAN_-_AUT_16015130,360,5,10.78,8.0
ALCALDIA_DE_HERRAN_-_AUT_16015130,10,10,75.62,90.0
ALCALDIA_DE_HERRAN_-_AUT_16015130,20,10,54.9,80.7
ALCALDIA_DE_HERRAN_-_AUT_16015130,30,10,45.17,67.0
ALCALDIA_DE_HERRAN_-_AUT_16015130,60,10,32.1,43.7
ALCALDIA_DE_HERRAN_-_AUT_16015130,120,10,22.68,22.6
ALCALDIA_DE_HERRAN_-_AUT_16015130,180,10,18.48,15.6
ALCALDIA_DE_HERRAN_-_AUT_16015130,360,10,13.0,9.3
ALCALDIA_DE_HERRAN_-_AUT_16015130,10,25,96.85,105.6
ALCALDIA_DE_HERRAN_-_AUT_16015130,20,25,70.32,96.0
ALCALDIA_DE_HERRAN_-_AUT_16015130,30,25,57.85,80.6
ALCALDIA_DE_HERRAN_-_AUT_16015130,60,25,41.11,52.6
ALCALDIA_DE_HERRAN_-_AUT_16015130,120,25,29.04,26.5
ALCALDIA_DE_HERRAN_-_AUT_16015130,180,25,23.67,18.2
ALCALDIA_DE_HERRAN_-_AUT_16015130,360,25,16.65,11.0
ALCALDIA_DE_HERRAN_-_AUT_16015130,10,50,116.78,117.0
ALCALDIA_DE_HERRAN_-_AUT_16015130,20,50,84.79,107.4
ALCALDIA_DE_HERRAN_-_AUT_16015130,30,50,69.75,90.6
ALCALDIA_DE_HERRAN_-_AUT_16015130,60,50,49.57,59.2
ALCALDIA_DE_HERRAN_-_AUT_16015130,120,50,35.02,29.4
ALCALDIA_DE_HERRAN_-_AUT_16015130,180,50,28.54,20.2
ALCALDIA_DE_HERRAN_-_AUT_16015130,360,50,20.08,12.3
ALCALDIA_DE_HERRAN_-_AUT_16015130,10,100,140.81,128.4
ALCALDIA_DE_HERRAN_-_AUT_16015130,20,100,102.24,118.8
ALCALDIA_DE_HERRAN_-_AUT_16015130,30,100,84.11,100.4
ALCALDIA_DE_HERRAN_-_AUT_16015130,60,100,59.77,65.7
ALCALDIA_DE_HERRAN_-_AUT_16015130,120,100,42.23,32.2
ALCALDIA_DE_HERRAN_-_AUT_16015130,180,100,34.41,22.1
ALCALDIA_DE_HERRAN_-_AUT_16015130,360,100,24.21,13.6
BATALLON_ROOKE_-_AUT_21215180,10,2,91.3,82.2
BATALLON_ROOKE_-_AUT_21215180,20,2,62.36,70.5
BATALLON_ROOKE_-_AUT_21215180,30,2,49.9,61.2
BATALLON_ROOKE_-_AUT_21215180,60,2,34.08,41.2
BATALLON_ROOKE_-_AUT_21215180,120,2,23.28,24.6
BATALLON_ROOKE_-_AUT_21215180,180,2,18.62,17.5
BATALLON_ROOKE_-_AUT_21215180,360,2,12.72,9.3
BATALLON_ROOKE_-_AUT_21215180,10,5,112.72,99.6
BATALLON_ROOKE_-_AUT_21215180,20,5,76.99,86.7
BATALLON_ROOKE_-_AUT_21215180,30,5,61.6,76.4
BATALLON_ROOKE_-_AUT_21215180,60,5,42.08,52.9
BATALLON_ROOKE_-_AUT_21215180,120,5,28.74,32.6
BATALLON_ROOKE_-_AUT_21215180,180,5,22.99,24.4
BATALLON_ROOKE_-_AUT_21215180,360,5,15.71,12.7
BATALLON_ROOKE_-_AUT_21215180,10,10,132.21,111.0
BATALLON_ROOKE_-_AUT_21215180,20,10,90.3,97.2
BATALLON_ROOKE_-_AUT_21215180,30,10,72.25,86.6
BATALLON_ROOKE_-_AUT_21215180,60,10,49.35,60.7
BATALLON_ROOKE_-_AUT_21215180,120,10,33.71,38.0
BATALLON_ROOKE_-_AUT_21215180,180,10,26.97,28.9
BATALLON_ROOKE_-_AUT_21215180,360,10,18.42,15.0
BATALLON_ROOKE_-_AUT_21215180,10,25,163.22,125.4
BATALLON_ROOKE_-_AUT_21215180,20,25,111.48,110.7
BATALLON_ROOKE_-_AUT_21215180,30,25,89.2,99.2
BATALLON_ROOKE_-_AUT_21215180,60,25,60.93,70.5
BATALLON_ROOKE_-_AUT_21215180,120,25,41.61,44.6
BATALLON_ROOKE_-_AUT_21215180,180,25,33.3,34.6
BATALLON_ROOKE_-_AUT_21215180,360,25,22.74,17.9
BATALLON_ROOKE_-_AUT_21215180,10,50,191.43,135.6
BATALLON_ROOKE_-_AUT_21215180,20,50,130.75,120.6
BATALLON_ROOKE_-_AUT_21215180,30,50,104.62,108.6
BATALLON_ROOKE_-_AUT_21215180,60,50,71.46,77.8
BATALLON_ROOKE_-_AUT_21215180,120,50,48.81,49.6
BATALLON_ROOKE_-_AUT_21215180,180,50,39.05,38.8
BATALLON_ROOKE_-_AUT_21215180,360,50,26.67,20.1
BATALLON_ROOKE_-_AUT_21215180,10,100,224.52,146.4
BATALLON_ROOKE_-_AUT_21215180,20,100,153.35,130.5
BATALLON_ROOKE_-_AUT_21215180,30,100,122.7,118.0
BATALLON_ROOKE_-_AUT_21215180,60,100,83.81,85.0
BATALLON_ROOKE_-_AUT_21215180,120,100,57.24,54.6
BATALLON_ROOKE_-_AUT_21215180,180,100,45.8,43.0
BATALLON_ROOKE_-_AUT_21215180,360,100,31.28,22.2
